x,test,training
0,0.8378000259399414,0.7533199787139893
1,0.8431599736213684,0.8676000237464905
2,0.8408799767494202,0.9071199893951416
3,0.8340799808502197,0.9513999819755554
4,0.8276399970054626,0.9828799962997437
5,0.8263999819755554,0.9962000250816345
6,0.8238800168037415,0.9991999864578247
7,0.8228399753570557,0.9997599720954895
8,0.8222799897193909,0.9998400211334229
9,0.8220400214195251,1.0
