x,test,training
0,0.36300453543663025,0.49229666590690613
1,0.35096079111099243,0.3132624328136444
2,0.35972124338150024,0.2425341159105301
3,0.3854120671749115,0.16399919986724854
4,0.42337656021118164,0.09724059700965881
5,0.46635299921035767,0.05259709060192108
6,0.511238694190979,0.0282269436866045
7,0.5464800000190735,0.01573055051267147
8,0.5893223285675049,0.009145854972302914
9,0.6271476745605469,0.005306798033416271
