x,test,training
2500,0.7973171242926012,0.8095792449692333
5000,0.8241643173580345,0.833975903614458
7500,0.8248726925525143,0.83481630877526
10000,0.8097235229447453,0.8237431859479104
12500,0.8179387942385189,0.8298327653166363
15000,0.8277652895124409,0.8400231347599769
17500,0.8244856290246583,0.8360540498320705
20000,0.8274899162271175,0.8398628606648946
22500,0.8299740802352122,0.8444974236714604
25000,0.832279830922558,0.8444581470633575
