x,test,training
2500,0.8150698030216103,0.8234931401264067
5000,0.8265395311879221,0.8352988047808766
7500,0.8229568854568853,0.830979646339983
10000,0.8163201132030974,0.8270259560134734
12500,0.8170188875967438,0.8266171363966729
15000,0.8163484585502934,0.8275919384998961
17500,0.8177890102722974,0.8279085020906781
20000,0.8163197885695408,0.8270870596065055
22500,0.8180199577657241,0.8314578644661166
25000,0.8213769462685335,0.8321969067021453
